2024-12-12_10-16-22,000%,shell.cpp:2024-12-12_10-16-22
2024-12-12_10-30-25,800%,shell.cpp:2024-12-12_10-30-25
2024-12-12_10-46-35,350%,shell.cpp:2024-12-12_10-46-35
2024-12-12_10-47-49,550%,shell.cpp:2024-12-12_10-47-49
2024-12-12_10-59-28,100%,shell.cpp:2024-12-12_10-59-28
2024-12-12_11-25-50,100%,shell.cpp:2024-12-12_11-25-50
2024-12-12_11-37-53,950%,shell.cpp:2024-12-12_11-37-53
2024-12-12_11-45-15,950%,shell.cpp:2024-12-12_11-45-15
2024-12-12_11-49-22,950%,shell.cpp:2024-12-12_11-49-22
2024-12-12_11-53-02,950%,shell.cpp:2024-12-12_11-53-02
2024-12-12_11-54-15,950%,shell.cpp:2024-12-12_11-54-15
2024-12-12_11-55-18,100%,shell.cpp:2024-12-12_11-55-18
2024-12-12_12-00-38,COMP,shell.cpp:2024-12-12_12-00-38
2024-12-12_12-02-58,COMP,shell.cpp:2024-12-12_12-02-58
2024-12-12_12-03-06,COMP,shell.cpp:2024-12-12_12-03-06
2024-12-12_12-04-50,000%,shell.cpp:2024-12-12_12-04-50
2024-12-13_14-38-59,000%,shell.cpp:2024-12-12_12-04-50
2025-01-19_19-55-25,000%,shell.cpp:2024-12-12_12-04-50
2025-01-24_15-42-27,000%,shell.cpp:2024-12-12_12-04-50
2025-01-24_15-44-12,COMP,shell.cpp:2025-01-24_15-44-12
2025-01-24_15-46-03,COMP,shell.cpp:2025-01-24_15-46-03
2025-01-24_15-46-12,COMP,shell.cpp:2025-01-24_15-46-03
2025-01-24_15-46-44,COMP,shell.cpp:2025-01-24_15-46-03
2025-01-24_15-47-43,000%,shell.cpp:2025-01-24_15-47-43
2025-01-24_23-04-55,000%,shell.cpp:2025-01-24_15-47-43
2025-01-24_23-05-04,COMP,shell.cpp:2025-01-24_23-05-04
2025-01-24_23-06-10,COMP,shell.cpp:2025-01-24_23-06-10
2025-01-24_23-06-49,000%,shell.cpp:2025-01-24_23-06-49
2025-01-24_23-07-22,000%,shell.cpp:2025-01-24_23-07-22
2025-01-24_23-07-48,000%,shell.cpp:2025-01-24_23-07-48
2025-01-24_23-09-18,COMP,shell.cpp:2025-01-24_23-09-18
2025-01-24_23-09-27,005%,shell.cpp:2025-01-24_23-09-27
2025-01-24_23-10-37,015%,shell.cpp:2025-01-24_23-10-37
2025-01-24_23-12-52,015%,shell.cpp:2025-01-24_23-10-37
2025-01-24_23-13-31,015%,shell.cpp:2025-01-24_23-13-31
2025-01-24_23-16-01,005%,shell.cpp:2025-01-24_23-16-01
2025-01-24_23-17-29,020%,shell.cpp:2025-01-24_23-17-29
2025-01-24_23-19-59,020%,shell.cpp:2025-01-24_23-17-29
2025-01-24_23-20-24,020%,shell.cpp:2025-01-24_23-20-24
2025-01-24_23-21-15,020%,shell.cpp:2025-01-24_23-21-15
2025-01-24_23-26-27,040%,shell.cpp:2025-01-24_23-26-27
2025-01-24_23-27-44,040%,shell.cpp:2025-01-24_23-26-27
2025-01-24_23-31-49,COMP,shell.cpp:2025-01-24_23-31-49
2025-01-24_23-32-03,045%,shell.cpp:2025-01-24_23-32-03
2025-01-24_23-36-22,COMP,shell.cpp:2025-01-24_23-36-22
2025-01-24_23-37-13,045%,shell.cpp:2025-01-24_23-37-13
2025-01-24_23-38-03,045%,shell.cpp:2025-01-24_23-38-03
2025-01-24_23-38-31,050%,shell.cpp:2025-01-24_23-38-31
2025-01-24_23-39-58,055%,shell.cpp:2025-01-24_23-39-58
2025-01-24_23-46-03,FREE,shell.cpp:2025-01-24_23-39-58
2025-01-24_23-46-33,FREE,shell.cpp:2025-01-24_23-39-58
2025-01-24_23-47-02,FREE,shell.cpp:2025-01-24_23-39-58
2025-01-24_23-50-13,055%,shell.cpp:2025-01-24_23-50-13
2025-01-24_23-50-18,FREE,shell.cpp:2025-01-24_23-50-13
2025-01-24_23-52-35,035%,shell.cpp:2025-01-24_23-52-35
2025-01-24_23-55-01,050%,shell.cpp:2025-01-24_23-55-01
2025-01-24_23-55-34,055%,shell.cpp:2025-01-24_23-55-34
2025-01-24_23-56-20,050%,shell.cpp:2025-01-24_23-56-20
2025-01-24_23-58-59,070%,shell.cpp:2025-01-24_23-58-59
2025-01-25_00-02-50,COMP,shell.cpp:2025-01-25_00-02-50
2025-01-25_00-03-50,COMP,shell.cpp:2025-01-25_00-03-50
2025-01-25_00-04-01,070%,shell.cpp:2025-01-25_00-04-01
2025-01-25_00-05-59,025%,shell.cpp:2025-01-25_00-05-59
2025-01-25_00-06-29,070%,shell.cpp:2025-01-25_00-06-29
2025-01-25_00-06-51,075%,shell.cpp:2025-01-25_00-06-51
2025-01-25_00-09-54,085%,shell.cpp:2025-01-25_00-09-54
2025-01-25_00-12-31,090%,shell.cpp:2025-01-25_00-12-31
2025-01-25_00-15-14,100%,shell.cpp:2025-01-25_00-15-14
2025-01-25_00-15-29,100%,shell.cpp:2025-01-25_00-15-14
2025-01-25_00-15-30,100%,shell.cpp:2025-01-25_00-15-14
2025-03-07_01-22-25,100%,fn.hpp:2025-03-07_01-22-25;shell.cpp:2025-01-25_00-15-14
2025-03-09_01-10-12,100%,fn.hpp:2025-03-07_01-22-25;shell.cpp:2025-01-25_00-15-14
2025-03-12_15-41-16,100%,fn.hpp:2025-03-07_01-22-25;shell.cpp:2025-01-25_00-15-14
2025-03-12_15-42-11,100%,fn.hpp:2025-03-07_01-22-25;shell.cpp:2025-01-25_00-15-14
2025-03-12_15-42-16,085%,fn.hpp:2025-03-07_01-22-25;shell.cpp:2025-03-12_15-42-16
2025-03-12_15-45-56,095%,fn.hpp:2025-03-07_01-22-25;shell.cpp:2025-03-12_15-45-56
2025-03-12_15-47-47,erro_compilação,fn.hpp:2025-03-07_01-22-25;shell.cpp:2025-03-12_15-47-47
2025-03-12_15-48-32,095%,fn.hpp:2025-03-07_01-22-25;shell.cpp:2025-03-12_15-48-32
2025-03-12_15-50-23,095%,fn.hpp:2025-03-07_01-22-25;shell.cpp:2025-03-12_15-48-32
2025-03-12_15-50-39,100%,fn.hpp:2025-03-07_01-22-25;shell.cpp:2025-03-12_15-50-39
2025-03-12_15-51-29,100%,fn.hpp:2025-03-07_01-22-25;shell.cpp:2025-03-12_15-51-29
2025-03-12_15-51-36,100%,fn.hpp:2025-03-07_01-22-25;shell.cpp:2025-03-12_15-51-29
