2025-03-03_01-29-22,000%,shell.cpp:2025-03-03_01-29-22
2025-03-03_01-41-53,000%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-41-53
2025-03-03_01-44-26,000%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-44-26
2025-03-03_01-46-25,000%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-46-25
2025-03-03_01-47-17,011%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-47-17
2025-03-03_01-48-51,033%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-48-51
2025-03-03_01-49-38,erro_compilação,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-49-38
2025-03-03_01-49-45,000%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-49-45
2025-03-03_01-50-02,033%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-50-02
2025-03-03_01-55-07,erro_compilação,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-55-07
2025-03-03_01-55-53,033%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-55-53
2025-03-03_01-57-26,033%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-57-26
2025-03-03_01-58-17,044%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-58-17
2025-03-03_01-59-33,044%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-59-33
2025-03-03_01-59-45,044%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-59-45
2025-03-03_01-59-59,044%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_01-59-59
2025-03-03_02-00-15,055%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-00-15
2025-03-03_02-05-50,033%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-05-50
2025-03-03_02-06-34,066%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-06-34
2025-03-03_02-08-38,066%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-08-38
2025-03-03_02-08-51,077%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-08-51
2025-03-03_02-11-31,066%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-11-31
2025-03-03_02-15-41,055%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-15-41
2025-03-03_02-18-29,033%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-18-29
2025-03-03_02-19-05,033%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-19-05
2025-03-03_02-19-40,erro_compilação,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-19-40
2025-03-03_02-20-13,erro_compilação,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-20-13
2025-03-03_02-20-37,055%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-20-37
2025-03-03_02-22-09,066%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-22-09
2025-03-03_02-22-33,077%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-22-33
2025-03-03_02-28-38,erro_compilação,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-28-38
2025-03-03_02-30-54,077%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-30-54
2025-03-03_02-31-45,Execução Livre,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-30-54
2025-03-03_02-35-21,077%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-35-21
2025-03-03_02-36-13,077%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-36-13
2025-03-03_02-36-35,erro_compilação,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-36-35
2025-03-03_02-36-55,077%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-36-55
2025-03-03_02-40-30,erro_compilação,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-40-30
2025-03-03_02-40-41,077%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-40-41
2025-03-03_02-42-05,088%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-42-05
2025-03-03_02-42-45,100%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-42-45
2025-03-03_02-42-55,100%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-42-45
2025-03-03_02-43-13,100%,fn.hpp:2025-03-03_01-41-53;shell.cpp:2025-03-03_02-42-45
