2025-03-02_22-30-09,000%,shell.cpp:2025-03-02_22-30-09
2025-03-02_22-30-17,000%,shell.cpp:2025-03-02_22-30-09
2025-03-02_22-45-10,erro_compilação,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_22-45-10
2025-03-02_22-45-45,000%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_22-45-45
2025-03-02_22-49-14,000%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_22-49-14
2025-03-02_22-49-40,000%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_22-49-40
2025-03-02_22-50-51,000%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_22-50-51
2025-03-02_22-51-15,000%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_22-51-15
2025-03-02_22-51-25,010%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_22-51-25
2025-03-02_22-56-49,000%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_22-56-49
2025-03-02_22-57-57,020%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_22-57-57
2025-03-02_23-01-27,020%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_23-01-27
2025-03-02_23-14-10,erro_compilação,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_23-14-10
2025-03-02_23-16-02,060%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_23-16-02
2025-03-02_23-32-49,060%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_23-32-49
2025-03-02_23-33-25,060%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_23-33-25
2025-03-02_23-34-07,070%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_23-34-07
2025-03-02_23-38-13,090%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_23-38-13
2025-03-02_23-39-50,090%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_23-39-50
2025-03-02_23-40-02,090%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_23-40-02
2025-03-02_23-40-20,090%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_23-40-20
2025-03-02_23-41-17,100%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-02_23-41-17
2025-03-03_00-27-12,100%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-03_00-27-12
2025-03-03_00-27-32,100%,fn.hpp:2025-03-02_22-45-10;shell.cpp:2025-03-03_00-27-12
