2025-03-10_01-41-06,000%,shell.cpp:2025-03-10_01-41-06
2025-03-10_01-54-30,000%,shell.cpp:2025-03-10_01-54-30
2025-03-10_01-55-10,000%,shell.cpp:2025-03-10_01-55-10
2025-03-10_01-56-50,000%,shell.cpp:2025-03-10_01-56-50
2025-03-10_02-04-15,erro_compilação,shell.cpp:2025-03-10_02-04-15
2025-03-10_02-07-36,erro_compilação,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-07-36
2025-03-10_02-07-57,erro_compilação,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-07-57
2025-03-10_02-08-15,000%,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-08-15
2025-03-10_02-08-40,007%,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-08-40
2025-03-10_02-22-11,erro_compilação,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-22-11
2025-03-10_02-28-20,erro_compilação,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-28-20
2025-03-10_02-28-53,erro_compilação,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-28-53
2025-03-10_02-34-24,007%,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-34-24
2025-03-10_02-36-09,007%,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-36-09
2025-03-10_02-36-44,015%,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-36-44
2025-03-10_02-38-17,023%,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-38-17
2025-03-10_02-38-53,023%,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-38-53
2025-03-10_02-45-52,007%,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-45-52
2025-03-10_02-46-10,023%,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-46-10
2025-03-10_02-48-23,030%,fn.hpp:2025-03-10_02-07-36;shell.cpp:2025-03-10_02-48-23
